ID,Type,Electricity (kWh/month),Cooking Fuel (kg/month),No of Cylinders,Water Heating (kWh/month),Waste (kg/month),Private Transportation (km/month),Electricity Emissions (kg CO₂/month),Cooking Emissions (kg CO₂/month),Transportation Emissions (kg CO₂/month),Waste Emissions (kg CO₂/month),Total Emissions (kg CO₂/month),AQI
Household_515,Household,285,9,0.643,59,21,361,233.7,26.847,55.594,4.2,302.3031857822182,296
Household_516,Household,348,26,1.857,35,34,448,285.35999999999996,77.558,68.992,6.800000000000001,435.1601271588671,296
Household_517,Household,337,27,1.929,55,26,364,276.34,80.541,56.056,5.2,417.20265929082996,296
Household_518,Household,212,25,1.786,55,37,512,173.84,74.575,78.848,7.4,336.9528242506108,296
Household_519,Household,380,22,1.571,34,32,459,311.59999999999997,65.626,70.686,6.4,456.7077654036321,296
Household_520,Household,363,21,1.5,32,36,487,297.65999999999997,62.643,74.998,7.2,451.5402275073685,296
Household_521,Household,338,25,1.786,49,40,581,277.15999999999997,74.575,89.474,8.0,433.8123348072667,296
Household_522,Household,395,6,0.429,49,35,551,323.9,17.898,84.854,7.0,418.78922970049706,296
Household_523,Household,281,12,0.857,32,28,520,230.42,35.796,80.08,5.6000000000000005,357.1855793639252,296
Household_524,Household,379,10,0.714,39,40,341,310.78,29.830000000000002,52.514,8.0,380.7343872299458,296
Household_525,Household,340,21,1.5,38,36,419,278.8,62.643,64.526,7.2,415.00200212104994,296
Household_526,Household,336,13,0.929,30,21,359,275.52,38.779,55.286,4.2,361.982070604101,296
Household_527,Household,247,5,0.357,39,37,531,202.54,14.915000000000001,81.774,7.4,322.3571464091718,296
Household_528,Household,220,15,1.071,52,21,563,180.39999999999998,44.745000000000005,86.702,4.2,318.55152407727775,296
